message;severity;node;stamp;location
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426097.327808937";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426097.327454137";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Blacklisting frontier at (-0.21, 3.47) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426097.327166813";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426097.326847947";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426097.326530901";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426097.269018158";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Sending navigation goal to x=-3.51, y=0.42";"20";"frontier_navigator";"1770426097.268053261";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Blacklisting frontier at (-3.11, -0.38) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426097.266954689";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426097.266664161";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426097.266387884";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426097.264546925";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"_____________________________________________________________";"20";"frontier_navigator";"1770426097.263989934";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426097.263736602";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Sending navigation goal to x=0.19, y=2.92";"20";"frontier_navigator";"1770426097.262441965";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Blacklisting frontier at (-2.36, -0.83) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426097.261003211";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"Sending navigation goal to x=-2.66, y=0.02";"20";"frontier_navigator";"1770426097.254652943";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426097.254089516";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426097.253784767";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Blacklisting frontier at (-2.11, 1.57) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426097.253539293";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426097.253253212";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426097.252993847";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Sending navigation goal to x=-2.11, y=1.57";"20";"frontier_navigator";"1770426097.251870576";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426097.251034734";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426097.250653921";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Blacklisting frontier at (-2.11, -0.38) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426097.250323606";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426097.249987945";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=ABORTED";"20";"frontier_navigator";"1770426097.249674003";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Sending navigation goal to x=-2.11, y=-0.38";"20";"frontier_navigator";"1770426096.468100629";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426096.467236428";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426096.466647196";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-2.11, y=-0.38";"20";"frontier_navigator";"1770426095.467735053";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426095.466877245";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426095.466334510";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426094.468279884";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426094.467442411";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426094.466914926";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426093.467768907";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426093.466927623";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426093.466386223";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426092.469485512";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426092.467627113";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426092.467069241";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426091.467845260";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426091.466983048";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426091.466428150";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426090.469681009";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426090.468720699";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426090.467549469";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426089.467702904";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426089.466864929";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426089.466355228";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426088.467929239";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426088.466899247";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426088.466387319";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Sending navigation goal to x=-1.09, y=0.42";"20";"frontier_navigator";"1770426087.606913458";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426087.606091863";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426087.605735806";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"Blacklisting frontier at (-0.49, 0.37) because its goal was aborted/succeeded.";"30";"frontier_navigator";"1770426087.605475479";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:_blacklist_current_goal:238"
"_____________________________________________________________";"20";"frontier_navigator";"1770426087.605167834";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:197"
"Navigation finished with status=SUCCEEDED";"20";"frontier_navigator";"1770426087.604849279";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:result_callback:196"
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426087.466357814";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426086.466986488";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426085.466823557";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426084.466343474";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426083.466513032";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Already navigating to a frontier; ignoring new frontiers.";"10";"frontier_navigator";"1770426082.466659783";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:89"
"Sending navigation goal to x=-0.49, y=0.37";"20";"frontier_navigator";"1770426081.468505762";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:send_navigation_goal:148"
"Published selected frontier to /selected_frontier.";"20";"frontier_navigator";"1770426081.467574534";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:121"
"Selected cheapest non-blacklisted frontier as goal.";"10";"frontier_navigator";"1770426081.466992293";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:112"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426080.466376359";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426079.467048280";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426078.466831067";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426077.466933323";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426076.466527648";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426075.466325844";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426074.467180523";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426073.466417483";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426072.466424210";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426071.466545489";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426070.466452175";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426069.466482403";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426068.466404847";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426067.466431931";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426066.466795094";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426065.466344660";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426064.466668800";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426063.467297216";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426062.467050692";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426061.466402424";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426060.466447509";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426059.466696361";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426058.467223713";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426057.466316432";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426056.466320456";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426055.466854548";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426054.466561824";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426053.466327993";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426052.466521193";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426051.466605011";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426050.466335329";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426049.466396668";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426048.466344897";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426047.466597064";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
"No frontiers available to navigate to.";"20";"frontier_navigator";"1770426046.466522694";"/home/mayooran/Documents/iros/build/human_robot_pkg/human_robot_pkg/frontier_navigator.py:navigate_to_frontier:86"
